Year,Province,District Name,Election,Party Number,Party Name,NOMOR.URUT,Candidate Name,"Candidate Gender L=Male, P=Female",District Number,Party,Candidate name,Candidate list position
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,1,"dr. H. SUIR SYAM, M.Kes.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,2,ANDRE ROSIADE,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,3,"EDRIANA, SH., MA",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,4,Ir. AFRIZON NAZAR UNCU,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,5,M. SABRAN CATIO,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,6,ASNELLY,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,7,DEWI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,2,Gerindra,8,"Drs. ANTONI AMIR, SH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,1,H. ALEX INDRA LUKMAN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,2,RISMAN SIRANGGI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,3,YENI S. TANJUNG,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,4,RICKY MAHENDRI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,5,Ir. H. RIZALDI ALGAMAR,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,6,YULI FARIDA SIHOMBING,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,7,TUKIMAN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,3,PDIP,8,ANISATUL HUSNA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,1,Drs. H. DARUL SISKA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,2,"H. YAN HIKSAS DT TAN ALI, M.Si",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,3,"ANANTA TRIA NURWITA Y, S.E",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,4,"H. ZULHENDRI HASAN, S.H., M.H.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,5,"SAIDAL MASFIYUDDIN, S.H",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,6,"EVELINDA, S.E., M.M",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,7,Ir. WENO AULIA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,4,Golkar,8,"Dra. NANA MAZNAH PRASETYO, M.Si",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,1,ENDRE SAIFOEL,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,2,Drs. SYAMSU RAHIM,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,3,"HJ. LISDA HENDRAJONI, SE., MMTr.",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,4,SURIATI MUZNI ZAKARIA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,5,Dr. FAUZI BAHAR,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,6,DELVIA INDRA RAJUDDIN,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,7,PUJI CHEGANA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,5,NasDem,8,"SHOFWIM SHOFWAN, S.PSI., MBA",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,6,Garuda,1,"DEVI ERAWATI, SE",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,6,Garuda,2,YUDI YULIS SATRIA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,6,Garuda,3,ANALIS NURDIN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,6,Garuda,4,ERIC NITARDY SITUMEANG,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,6,Garuda,5,MUSVIRAH,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,1,WARTINI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,2,Ir. INDRA SYARIF,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,3,Hj. FRISNI TANTRI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,4,"ANDI TASWIN, SH, MM",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,5,"KHADIJAH, S.PD.I, M.PD",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,6,"AHMAD RIANTO, A.Md",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,7,Berkarya,7,ISMAIL NOVENDRA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,1,"Dr. HERMANTO, S.E., M.M",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,2,"Dr. HANDI RISZA, SE, MEc",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,3,Dra. DASLINAR,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,4,"YUNAFRI, S.H., M.Hum.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,5,"YOHANDRIZON SYAMSU, S.P",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,6,dr. ELYANTI FEJRI A.,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,7,"RITA SUSANTI, S.Ag",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,8,PKS,8,"Ir. H. MASRIZAL MUNAF, MM",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,1,"HM. TAUHID, S.IP",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,2,"Dr. AMIZIDUHU MENDROFA, S.H., M.Hum",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,3,DEWI AYU TRISNA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,4,"HENDRI ALIZAR, SE., M.Si",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,5,"ISWANDHY SYARULY, S.H., M.M",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,6,"DESSY ADELIN, S.E., M.Pd",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,9,Perindo,7,"HJ. ZETRAWATI ANWAR, A.MD",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,1,ERDISON MANSUR,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,2,"DENISRIYATUL HAYATI, S.E.I, M.Si.M",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,3,NIKKI LAUDA HARYONA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,4,"Dr.H. SYUKRIADI SYUKUR, M.Pd",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,5,"SYAFRIL ILYAS, S.IP",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,6,"SUSAN HANDREA, SH",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,7,ZISKA RENI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,10,PPP,8,"BACHTUL, ST",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,1,"Dr. FERRYAL LOETAN, ASC&T , SpKFR, MKes-MMR",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,2,"ARI PRIMA, S.Psi.I",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,3,MARCE UTARI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,4,FELIX ISKANDAR,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,5,RANI KOMALASARI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,6,"YUSRIZAL, S.Pd",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,7,WIDIA NUR INDAH FITRI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,11,PSI,8,"ALI CESTAR, SS",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,1,ATHARI GHAUTHI ARDI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,2,"H. MHD. ASLI CHAIDIR, SH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,3,"Ir. M. SHADIQ PASADIGOE, SH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,4,"DESI ASMARET, M.Ag",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,5,ERZIE ALIMSYAH,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,6,"IRWAN SUGANDI, SH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,7,Dra. DAIMUN GUSTI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,12,PAN,8,AHNIYUS AHMAD,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,1,MARZUL VERI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,2,HAMDANI HAMID,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,3,SUMIATI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,4,"NOVRIAL BAHRUN, SH, MKn DT. SURI MAHARAJO",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,5,Ir. ADEK MAKSIARNI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,6,NURCHAYATI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,13,Hanura,7,"HENDRIKUS NOPIANTO, S.H",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,1,"H. DARIZAL BASIR, S.Sos., MBA.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,2,"EKA PUTRA, SE",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,3,RIZKA YULIANA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,4,"YANDRI SUDARSO, SH., MH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,5,FURQAN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,6,ZUHRAH,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,7,FIRDAUS DJALIL,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,14,Demokrat,8,"FREESCA SYAFITRI, SE",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,1,"H. IRFIANDA ABIDIN, SE",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,2,"Dr. MASNADI, S.Kom, M.Kom",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,3,"DR. IR. LEONY LIDYA, MT",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,4,"JUMADI, S.Pd",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,5,"Dr. SYAHRIL MUKTAR, Lc., ME",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,6,Dra. ELMAYETTI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,7,"PETRISON, SS",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,19,PBB,8,"IDA YANI NASROEN, S. S",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,20,PKPI,1,F. AKBARI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT I,DPR,20,PKPI,2,CECILIA ANISSYA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,1,PKB,1,H. FEBBY DATUAK BANGSO,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,1,PKB,2,JON KENEDI M.,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,1,PKB,3,DESRI WENITA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,1,PKB,4,"Dr. UST. H. MHD ZEN, S.A.P., M.A. DATUK PAMUNCAK",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,1,PKB,5,DRS. H. BURHANUDDIN PASARIBU,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,1,PKB,6,Ir. RITA MURNI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,2,Gerindra,1,"ADE REZKI PRATAMA, SE., MM",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,2,Gerindra,2,ERIZAL CHANIAGO,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,2,Gerindra,3,MARIA ANGELIE NENGSI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,2,Gerindra,4,"MAULIDINI NAZLELY, S.Psi",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,2,Gerindra,5,BENY SASWIN NASRUN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,2,Gerindra,6,EVA NIRWANA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,3,PDIP,1,Ir. H. ZOLA PANDU,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,3,PDIP,2,"SELPI KUSUMA DEWI, A.Md",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,3,PDIP,3,"AGUS SUSANTO, S.H., M.H.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,3,PDIP,4,"BRIGJEN TNI (PURN) YUDI SATRIYONO, S.H.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,3,PDIP,5,"EVA SALMAH, S.H.",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,3,PDIP,6,Ir. MAYADI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,4,Golkar,1,"H. JOHN KENEDY AZIS, S.H",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,4,Golkar,2,"H.M. YAMIN FERRIANTO TARA, S.E.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,4,Golkar,3,"HJ. DHIFLA WIYANI, S.H., M.H.",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,4,Golkar,4,"EDI HERMAN, S.E.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,4,Golkar,5,"DOREL ALMIR, S.H., M.Kn",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,4,Golkar,6,"YUNITA, M.Pd",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,5,NasDem,1,"NILMAIZAR, S.E",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,5,NasDem,2,HASBULLAH NASUTION,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,5,NasDem,3,MERRY BASRIL,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,5,NasDem,4,"Dr. NUDIRMAN MUNIR, SH, MH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,5,NasDem,5,"ERIZAL EFFENDI, S.H, M.H",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,5,NasDem,6,"Dra. YANDRIANI, M.Si",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,6,Garuda,1,"SYAHRIL HAMID, A.Md",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,6,Garuda,2,MUTIA FERA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,6,Garuda,3,FITRI YENI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,7,Berkarya,1,DONALD,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,7,Berkarya,2,ANDRI YANI SANUSI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,7,Berkarya,3,FITRIA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,7,Berkarya,4,"SYAFRIJON, SH, MM",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,7,Berkarya,5,"ENDRIJON, B.Sc.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,7,Berkarya,6,SUSI FIRDIANINGSIH,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,8,PKS,1,DRS SYAURIUM SY,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,8,PKS,2,HJ. NEVI ZUAIRINA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,8,PKS,3,H. REFRIZAL,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,8,PKS,4,"CATUR VIRGO, SH, MH, SpN",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,8,PKS,5,"H. HAMSUARDI, S. Ag",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,8,PKS,6,YUNESLI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,9,Perindo,1,Dr. SANIDJAR PEBRIHARIATI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,9,Perindo,2,FERRY ZEIN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,9,Perindo,3,"PUTRI LAURA WANDA, S.IP",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,9,Perindo,4,"ARNI FITRIA, S.SOS",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,9,Perindo,5,PUTRI YULIANTI DIAH,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,9,Perindo,6,"DONNY FERDIANSYAH, SE",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,10,PPP,1,"MUHAMMAD IQBAL, SE, M.Com",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,10,PPP,2,"HARIADI, BE",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,10,PPP,3,"PUSPITA SARI, ST",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,10,PPP,4,"DR IR. H. BAHRUL ANIF, M.T.",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,10,PPP,5,HENDRI DONALD,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,10,PPP,6,"SYARIFATUL HIDAYAH, A.MD",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,11,PSI,1,ENDANG TIRTANA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,11,PSI,2,BENNI INAYATULLAH,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,11,PSI,3,"HARORA MUZHOVA, SE",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,11,PSI,4,ALKHADRI SUENDA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,11,PSI,5,"FEBRINA, ST",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,11,PSI,6,FEBRI WAHYUNI SABRAN,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,12,PAN,1,"Drs. H. GUSPARDI GAUS, M.Si",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,12,PAN,2,"H. EKOS ALBAR, SE., MM",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,12,PAN,3,"Hj. ROSNETTY, S.Pd",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,12,PAN,4,"H. TASLIM, S.Si",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,12,PAN,5,"MUHAMMAD ZUHRIZUL, SE",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,12,PAN,6,NASDINI INDRIANI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,13,Hanura,1,"Dr. Drs. EDDY, R.S.MH",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,13,Hanura,2,Ir. RUSLAN ABDUL GANI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,13,Hanura,3,SRINAFITRI,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,13,Hanura,4,"HENDRA YANNI ANWAR, S.Sos",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,13,Hanura,5,"Dr. Ir. H. ASWIN NALDI, M.M",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,13,Hanura,6,IDA FARIDA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,14,Demokrat,1,Ir. H.MULYADI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,14,Demokrat,2,REZKA OKTOBERIA,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,14,Demokrat,3,CIPTA PANCA LAKSANA,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,14,Demokrat,4,TEUKU MUHAMMAD GADAFFI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,14,Demokrat,5,VINNA MELWANTY,P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,14,Demokrat,6,AFDAL MUKMIN,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,19,PBB,1,"JELITA DONAL, Lc",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,19,PBB,2,"Hj. HAMIDAH YACOUB, B.A",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,19,PBB,3,"RIFKI, S. Kom",L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,19,PBB,4,"DR. IR. ATIFAH THAHA, MSC.",P,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,19,PBB,5,RISWANDI,L,,,,
2019,SUMATERA BARAT,SUMATERA BARAT II,DPR,19,PBB,6,DRS. SYAMSIR ALAM,L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,1,DRS. RAMLAN HOLDAN,L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,2,"H. ANDRIYANTO, SE. MM",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,3,"MARYAM YUSNIHARTI, M.PD.I",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,4,"DR. KUWATNO, S.PD., M.SI",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,5,"H. AGUS SALAM, SH",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,6,PRIHARTINADYA,P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,7,"INTAN MAYA SARI, S.PD.I",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,1,PKB,8,"NURKHOLIS, SH., MA",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,1,"EDHY PRABOWO, MM., MBA",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,2,"Ir. EDDY SANTANA PUTRA, MT",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,3,"SITI NURIZKA PUTERI JAYA, SH., MH",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,4,"Drs. H. DJABARUDDIN AHMAD, ME",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,5,"DAVIT SAHER WATAYASI, S.IP., M.IP",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,6,"RENNY ASTUTI, SH., S.PN",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,7,JESSI DWI SUDA,P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,2,Gerindra,8,"MAHIPAL EDWIN, SH",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,1,Ir. H. NAZARUDIN KIEMAS,L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,2,"H. DARMADI DJUFRI, S.H., M.H.",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,3,"RIEZKY APRILIA, S.H., M.H.",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,4,DIAH OKTA SARI,P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,5,"DODDY JULIANTO SIAHAAN, S.H.",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,6,"HARUN MASIKU, S.H.",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,7,"Dra. SRI SUHARTI, M.Si",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,3,PDIP,8,"IRWAN TONGARI, S.E.",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,4,Golkar,1,DRS. H. KAHAR MUZAKIR,L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,4,Golkar,2,"H. ISKANDAR SYAMWELL, S.E.",L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,4,Golkar,3,"ANDI MARAIDA, SP",P,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,4,Golkar,4,WASISTA B.UTOYO,L,,,,
2019,SUMATERA SELATAN,SUMATERA SELATAN I,DPR,4,Golkar,5,"AHMAD FUAD, S.H",L,,,,
