year,province,valid_votes,name,cand_number,cand_votes
2014,Kalimantan Barat,2328240,Oesman Sapta,24,188528
2014,Kalimantan Barat,2328240,"Drs. P. E. Chunoi, M.Pd.",25,73820
2014,Kalimantan Barat,2328240,"Petrus SA, S.H.",26,69906
2014,Kalimantan Barat,2328240,"Hj. Rubaeti Erlita, S.Sos.I, S.H. ",27,139856
2014,Kalimantan Barat,2328240,"Sakpin Prokhorus, S.Th., M.Pd.K. ",28,22936
2014,Kalimantan Barat,2328240,Drs. Syafi'i,29,13082
2014,Kalimantan Barat,2328240,"Syafrial Nur, S.H., M.Pd.",30,17537
2014,Kalimantan Barat,2328240,Drs. Uray Usman Saidi. AS,31,47046
2014,Kalimantan Barat,2328240,"Usmandy S. S.Sos., M.Si.",32,35130
2014,Kalimantan Barat,2328240,Drs. Yakobus Kumis,33,53519
2014,Kalimantan Barat,2328240,"Zakaria, S.H.",34,9008
2014,Kalimantan Selatan,1684392,"Drs. Abdussani, M.I.Kom",1,101460
2014,Kalimantan Selatan,1684392,Achmad Husaini,2,87993
2014,Kalimantan Selatan,1684392,Ir. Anang Rosadi Adenansi,3,68770
2014,Kalimantan Selatan,1684392,"Antung Fatmawati, S.T.",4,105972
2014,Kalimantan Selatan,1684392,"Berry Nahdian Forqan, S.P., M.S. ",5,72197
2014,Kalimantan Selatan,1684392,"H. Gusti Farid Hasan Aman, S.E., Akt., M.B.A",6,319413
2014,Kalimantan Selatan,1684392,Habib Abdurrahman Bahasyim,7,268400
2014,Kalimantan Selatan,1684392,"Habib Hamid Abdullah, S.H., M.H",8,239945
2014,Kalimantan Selatan,1684392,"H. M. Husaini Aliman, S.E., M.M",9,74699
2014,Kalimantan Selatan,1684392,"Drs. H. M. Sofwat Hadi, S.H",10,105864
2014,Kalimantan Selatan,1684392,"H. M. Suriani Shiddiq, S.Ag., M.Si",11,35806
2014,Kalimantan Selatan,1684392,Drs. H. Mansyah Sabri,12,48227
2014,Kalimantan Selatan,1684392,"Drs. H. Masderiansyah, M.Si",13,13630
2014,Kalimantan Selatan,1684392,Kol. Inf. (Purn.) Nasib Alamsyah,14,38788
2014,Kalimantan Selatan,1684392,Drs. H. Sumiadi Burhan,15,11856
2014,Kalimantan Selatan,1684392,"Dra. Titien Agustina, M.Si",16,21656
2014,Kalimantan Selatan,1684392,"Yuria Wati Zai Rose, S.E",17,69716
2014,Kalimantan Tengah,1085984,H. A. Mas'ad Ikhsan,1,64736
2014,Kalimantan Tengah,1085984,Ir. H. Antang Dwi Dasono,2,47493
2014,Kalimantan Tengah,1085984,"H. Asrani, S.E",3,63553
2014,Kalimantan Tengah,1085984,Habib H. Said Ismail,4,182251
2014,Kalimantan Tengah,1085984,"Heriadi, S.T",5,34138
2014,Kalimantan Tengah,1085984,Drs. Jecky Dahir,6,62599
2014,Kalimantan Tengah,1085984,Ir. Kusmayadi,7,42933
2014,Kalimantan Tengah,1085984,H. Mohammad Ali,8,28349
2014,Kalimantan Tengah,1085984,"Ir. H. Mohammad Mawardi, M.M., M.Si",9,93577
2014,Kalimantan Tengah,1085984,"H. Muhammad Rakhman, S.E., S.T",10,81966
2014,Kalimantan Tengah,1085984,"Muliadi, S.E",11,10615
2014,Kalimantan Tengah,1085984,Napa J. awat,12,69517
2014,Kalimantan Tengah,1085984,"Hj. Permana Sari, S.Si., M.M., M.B.A",13,83015
2014,Kalimantan Tengah,1085984,Rinco Norkim,14,14070
2014,Kalimantan Tengah,1085984,Pdt. Rugas Binti,15,118598
2014,Kalimantan Tengah,1085984,"H. Said Ahmad Fauzi Bahsin, S.Hi",16,37193
2014,Kalimantan Tengah,1085984,H. Sholeh Anshori. S.Pd.i,17,35144
2014,Kalimantan Tengah,1085984,Totok Sugiyanto S.Ag,18,16237
2014,Kalimantan Timur,1657625,H. Ahmad Hendry,1,113696
2014,Kalimantan Timur,1657625,"Aji Muhammad Mirza Wardana, S.T",2,114121
2014,Kalimantan Timur,1657625,Drs. H. Amir Hamzah B. M.Si,3,43233
2014,Kalimantan Timur,1657625,"Ir. H. Bambang Susilo, M.M",4,271658
2014,Kalimantan Timur,1657625,Benny R.B. Kowel,5,72350
2014,Kalimantan Timur,1657625,H. Erhamsyah,6,51721
2014,Kalimantan Timur,1657625,"Harmanto, S.P",7,95666
2014,Kalimantan Timur,1657625,"H. Hasanuddin. S.H., M.Si",8,47224
2014,Kalimantan Timur,1657625,Hengki,9,46240
2014,Kalimantan Timur,1657625,Dr. Khalep Rahmat,10,48036
2014,Kalimantan Timur,1657625,M. Said,11,33114
2014,Kalimantan Timur,1657625,"Dr. Drs. Marthin Billa, M.M",12,213055
2014,Kalimantan Timur,1657625,Drs. H. Muhammad Idris S,13,113740
2014,Kalimantan Timur,1657625,"H. Muhayan Hayan, S.E",14,16152
2014,Kalimantan Timur,1657625,"K.H. Muslihuddin Abdurrasyid, Lc., M.Pd.I.",15,121853
2014,Kalimantan Timur,1657625,"dr. Naomi Patioran, Sp.M.",16,99059
2014,Kalimantan Timur,1657625,"Drs. H. Ramli, M.Hum",17,44162
2014,Kalimantan Timur,1657625,"Samsudin S., S.H.",18,23488
2014,Kalimantan Timur,1657625,Trisno Widodo,19,31179
2014,Kalimantan Timur,1657625,Usman Yusuf,20,57878
2014,Kepulauan Riau,791700,"Djasarmen Purba, S.H.",1,83748
2014,Kepulauan Riau,791700,"Fahruddin Nasution, B.A.",2,26264
2014,Kepulauan Riau,791700,Hardi Selamat Hood,3,93170
2014,Kepulauan Riau,791700,Haripinto Tanuwidjaja,4,82115
2014,Kepulauan Riau,791700,Heri Irianto,5,25447
2014,Kepulauan Riau,791700,Mangara Sonang Nasution,6,12087
2014,Kepulauan Riau,791700,"Ir. Mohamad Nabil, M.Si",7,77267
2014,Kepulauan Riau,791700,"Peris Temba, S.E., M.M.",8,12010
2014,Kepulauan Riau,791700,Raden Hari Tjahyono,9,40552
2014,Kepulauan Riau,791700,"Rahmatsyah Ramadhany Dhany Ismeth, M.B.A., M.Sc.",10,36316
2014,Kepulauan Riau,791700,Ria Saptarika,11,122817
2014,Kepulauan Riau,791700,"Dr. Richard H Pasaribu, B.Sc., M.Sc.",12,47076
2014,Kepulauan Riau,791700,H. Saidul Khudri,13,28369
2014,Kepulauan Riau,791700,"Dra. Hj. Syamsinar Yusuf, M.M.",14,49788
2014,Kepulauan Riau,791700,"Drs. H. Zulbahri M,M.Pd.",15,54674
2014,Lampung,3813104,"Ir. A. Azis Adyas, S.H.",1,252912
2014,Lampung,3813104,"H. Achmad Syabirin H. A. Koenang, S.H., M.H.",2,189954
2014,Lampung,3813104,Ir. Agusman Effendi,3,159344
2014,Lampung,3813104,"Ahmad Farmadi Putra, S.H.",4,154965
2014,Lampung,3813104,"H. Ahmad Jajuli, S.I.P., M.Si.",5,338596
2014,Lampung,3813104,"Ananda Thopati.N. R,S.P.Si.",6,145718
2014,Lampung,3813104,Ir. Anang Prihantoro,7,546287
2014,Lampung,3813104,Dr.H. Andi Surya,8,295910
2014,Lampung,3813104,"Ardian Saputra, SH",9,163676
2014,Lampung,3813104,"Arief Budi Atmoko, S.T., M.T.",10,44285
2014,Lampung,3813104,"Ir. H. Aryodhia Febriansya, S.H.",11,185797
2014,Lampung,3813104,H. ismail Zulkarnain,12,85329
2014,Lampung,3813104,"Iswandi, A.Md.",13,40235
2014,Lampung,3813104,"H. Khairudin Gustam, S.E.",14,59057
2014,Lampung,3813104,Moh. Yusuf,15,49428
2014,Lampung,3813104,"Muhyidin Thohir, S.Pd.I.",16,73332
2014,Lampung,3813104,Ir.Hi. Nur Zaini,17,55300
2014,Lampung,3813104,Rida Budiyati S.Kom.,18,138467
2014,Lampung,3813104,"H. SM. Herlambang, S.H., M.H.",19,79610
2014,Lampung,3813104,Ir. Suhendra Ratu Prawira Negara,20,105466
2014,Lampung,3813104,"H. SUMINTO MARTONO,S.H.",21,36922
2014,Lampung,3813104,"KOLONEL (Purn.) H. SUNARDI, S.Sos, M.H.",22,67176
2014,Lampung,3813104,"SYARIF, S.H.",23,270882
2014,Lampung,3813104,Hj. TUTI W. MALANO,24,139269
2014,Lampung,3813104,Ir. WORO ARY WERDHANI,25,112893
2014,Lampung,3813104,ZAINAL MA'ARIF,26,22294
2014,Maluku,914824,ABD HAMID RAHAYAAN,1,55735
2014,Maluku,914824,Drs. ABDULLAH ASSAGAF,2,21496
2014,Maluku,914824,ABUKASIM SANGADJI,3,33997
2014,Maluku,914824,"AGUSTINUS DADIARA, S.H.",4,17995
2014,Maluku,914824,ANNA LATUCONSINA,5,108876
2014,Maluku,914824,"ARSI DIVINUBUN, S.H.",6,18150
2014,Maluku,914824,"COSMAS E. REFRA, S.H.",7,44439
2014,Maluku,914824,"DEKY ISAK SINMIASA, S.H.",8,34842
2014,Maluku,914824,Dipl. Oek. ENGELINA. PATTIASINA,9,50718
2014,Maluku,914824,ETHA AISYAH HENTIHU,10,53300
2014,Maluku,914824,"ISMAIL PELU, S.H.",11,25091
2014,Maluku,914824,"JACOB JACK OSPARA, S.Th., M.Th.",12,42161
2014,Maluku,914824,"Prof. Dr, JOHN PIERIS, S.H.,M.S.",13,63016
2014,Maluku,914824,"LA ODE RAHIM BIN ALI, S.H.",14,63016
2014,Maluku,914824,"H. LA ODE SALIMIN, S.Pd.",15,60548
2014,Maluku,914824,M. RAMLI KAMIDIN,16,32517
2014,Maluku,914824,HJ. MERRY ASSEGAF,17,42862
2014,Maluku,914824,"MIDIN B. LAMANY, S.H.",18,12279
2014,Maluku,914824,"MUHAMAD RAMLI USWANAS, S.E.",19,12843
2014,Maluku,914824,"Letjen TNI (Marinir) Purn. Dr. NONO SAMPONO, M.SI.",20,65189
2014,Maluku,914824,"NOVITA ANAKOTTA, S.H, M.H.",21,62501
2014,Maluku,914824,POLICARPUS ULUKYANAN,22,7548
2014,Maluku,914824,"SOLEMAN LENDE DAPPA, S.Hut, M.Th.",23,13369
2014,Maluku,914824,"Drs. SULAIMAN WASAHUA, M.SI.",24,12749
2014,Maluku,914824,"ZULKARNAIN AWAT AMIR, S.P.",25,22603
2014,Maluku Utara,622821,Drs. AB. BUANG BUAMONABOT,1,18180
2014,Maluku Utara,622821,Ir. H. ABD HAMID UMAHUK,2,36496
2014,Maluku Utara,622821,H. ABD. RAHMAN ADAM,3,18052
2014,Maluku Utara,622821,dr. H. ABDUL GAFUR T. IDRIS,4,16383
2014,Maluku Utara,622821,"ABDULLAH ALI, S.T",5,10733
2014,Maluku Utara,622821,Drs. Hi. ABDULRACHMAN LAHABATO,6,37270
2014,Maluku Utara,622821,ADE ADAM NOCH,7,24674
2014,Maluku Utara,622821,ALI DJAIDUN,8,26512
2014,Maluku Utara,622821,Hi. ANWAR HI. IBRAHIM,9,11500
2014,Maluku Utara,622821,AZFAD AMIRULLAH GAFARULLAH SOAMOLE,10,8096
2014,Maluku Utara,622821,"BASRI SALAMA, S.Pd. ",11,46328
2014,Maluku Utara,622821,"DAYAN RENLEUW, S.T.",12,2712
2014,Maluku Utara,622821,"H. GAWI ABAS, S.E.",13,16849
2014,Maluku Utara,622821,Hi. HALIM DO BAYAN,14,3169
2014,Maluku Utara,622821,"IMRAN S. DJUMADIL, S.H. ",15,14670
2014,Maluku Utara,622821,"JACUB ZADRAK KAREL MATEKOHY, S.H. ",16,3546
2014,Maluku Utara,622821,Drs. JUANDA BAKAR,17,17866
2014,Maluku Utara,622821,"KADARIN PODA, S.E. ",18,4654
2014,Maluku Utara,622821,"H.M. IQBAL BOPENG, SH",19,3490
2014,Maluku Utara,622821,"MATHEUS STEFI PASIMANJEKU, S.H. ",20,82582
2014,Maluku Utara,622821,"Drs. H. MUDAFFAR SJAH, M.Si",21,73815
2014,Maluku Utara,622821,MUHAMMADd M. BANAPON,22,11794
2014,Maluku Utara,622821,MUHAMMAD SYADRI,23,4604
2014,Maluku Utara,622821,Ir. MUHLIS A. ADAM,24,13485
2014,Maluku Utara,622821,Ir. MUSRIYONI NABIU,25,8143
2014,Maluku Utara,622821,NURDIN ABAS,26,25853
2014,Maluku Utara,622821,REVLI,27,8017
2014,Maluku Utara,622821,RUSLI H. ARIFIN,28,9762
2014,Maluku Utara,622821,Hj. SURIATI ARMAIYN,29,40657
2014,Maluku Utara,622821,"Hi. SYARIF DO. HI. MUHAMMAD, S. Hut. ",30,5126
2014,Nusa Tenggara Barat,2256632,"A. ZULKARNAEN ARIPIN ABDUL MAJID, S.Ag.",1,111593
2014,Nusa Tenggara Barat,2256632,"H. ABDUL HARIS, M.Sc, M.M.",2,79814
2014,Nusa Tenggara Barat,2256632,"H. ABDUL KASIM, S.H. ",3,98958
2014,Nusa Tenggara Barat,2256632,drh. H. ABDUL SAMAD,4,87653
2014,Nusa Tenggara Barat,2256632,"ANDI MAPPERUMAH, M.S.",5,89469
2014,Nusa Tenggara Barat,2256632,"Ir. H. BADRUL MUNIR, M.M.",6,112261
2014,Nusa Tenggara Barat,2256632,"BAIQ DIYAH RATU GANEFI, S.H.",7,187695
2014,Nusa Tenggara Barat,2256632,"DJAIDUN HASAN, S.E., M.M.",8,55443
2014,Nusa Tenggara Barat,2256632,Prof. Dr. FAROUK MUHAMMAD,9,152306
2014,Nusa Tenggara Barat,2256632,HAJI PADLI,10,95583
2014,Nusa Tenggara Barat,2256632,"HALIMAH TUSA'ADIAH, S.Pd.I.",11,25185
2014,Nusa Tenggara Barat,2256632,Ir. ILHAM SABIL,12,29429
2014,Nusa Tenggara Barat,2256632,"KAHRUL ZAMAN, S.H., M.H.",13,15764
2014,Nusa Tenggara Barat,2256632,"L. NASRULLAH WIJAYA KUSUMA, S.P., M.H.",14,27468
2014,Nusa Tenggara Barat,2256632,TGH. L. NURUL WATHONI S. Pd.I.,15,42480
2014,Nusa Tenggara Barat,2256632,"H. L. SAHRIAL AKHMADI, S.H.",16,44634
2014,Nusa Tenggara Barat,2256632,Drs. LALU AGUS SARJANA,17,21654
2014,Nusa Tenggara Barat,2256632,"TGH. LALU MALA SAR'I, S.Ag.",18,71871
2014,Nusa Tenggara Barat,2256632,"",19,71871
2014,Nusa Tenggara Barat,2256632,Drs. H. LALU SUHAIMI ISMY,20,172375
2014,Nusa Tenggara Barat,2256632,"H. LALU WIRATMAJA, S.H.",21,71883
2014,Nusa Tenggara Barat,2256632,Ir. H. M. IKHSAN GEMALA PUTRA,22,16761
2014,Nusa Tenggara Barat,2256632,Drs. H. M. IKROM,23,12226
2014,Nusa Tenggara Barat,2256632,"H. M. SUPARJITO, S.Sos.",24,14418
2014,Nusa Tenggara Barat,2256632,H. MASYKUR SIMAN,25,8524
2014,Nusa Tenggara Barat,2256632,"Drs. TGH. MUCHLIS IBRAHIM, M.Si.",26,61889
2014,Nusa Tenggara Barat,2256632,"MUH. TURMUZI, S.H. M.M.Pd.",27,19667
2014,Nusa Tenggara Barat,2256632,"H. MUHAIMIN YAHYA, S.SOS.",28,33922
2014,Nusa Tenggara Barat,2256632,MUHAMAD MUSANNIP,29,12748
2014,Nusa Tenggara Barat,2256632,"H. MUHAMMAD, S.H.",30,23091
2014,Nusa Tenggara Barat,2256632,"MUHAMMAD NASRULLAH, S.Ag.",31,32414
2014,Nusa Tenggara Barat,2256632,TGH. MUHARRAR MAHFUZ,32,129002
2014,Nusa Tenggara Barat,2256632,"NAJAMUDDIN UMAR, S.E.",33,23676
2014,Nusa Tenggara Barat,2256632,"Hj. ROBIATUL ADAWIYAH, S.E.",34,129878
2014,Nusa Tenggara Barat,2256632,"RUKMAN, S.E.",35,19022
2014,Nusa Tenggara Barat,2256632,"Ir. Hj. SRI SUSTINI. NS, M.M.",36,38991
2014,Nusa Tenggara Barat,2256632,"Dr. SUHARYANTO H. SORO, A.CA., S.Pd. M.Pd.",37,22306
2014,Nusa Tenggara Barat,2256632,"SUPRATMAN, S.E.",38,19259
2014,Nusa Tenggara Barat,2256632,THAMRIN MARDJUN,39,5920
2014,Nusa Tenggara Barat,2256632,Ir. TJATUR KUKUH SURJANTO,40,12695
2014,Nusa Tenggara Barat,2256632,YANI SAGAROA,41,26705
2014,Papua,2904716,"ANTON H.M. WALAB GEBZE, S.H. ",1,71433
2014,Papua,2904716,"Pdt. CARLES SIMAREMARE, S.Th., M.Si. ",2,394138
2014,Papua,2904716,"DANIEL BUTU, B.A. ",3,79
2014,Papua,2904716,Drs. Dirk DICKY RUMBOIRUSI,4,58742
2014,Papua,2904716,EDISON LAMBE,5,206742
2014,Papua,2904716,"EMANUEL TEBAI, S.Pd., M.B.A. ",6,168949
2014,Papua,2904716,FERDINANDA W. IBO YATIPAY,7,115766
2014,Papua,2904716,"FREDERIK WAKUM, S.Sos",8,148767
2014,Papua,2904716,HABELINO SAWAKI,9,83581
2014,Papua,2904716,HELINA MURIB,10,84611
2014,Papua,2904716,"JOHN WEMPI WONA, S.H. ",11,195831
2014,Papua,2904716,"JOSHUA ONIM, S.E. ",12,66630
2014,Papua,2904716,"LA MADI, S.E. ",13,68900
2014,Papua,2904716,MESAKH MIRIN,14,297604
2014,Papua,2904716,"NATAN NAFTALI TEBAI, S.Sos",15,113925
2014,Papua,2904716,"Drs. PAULUS YOHANES SUMINO, M.M.",16,164554
2014,Papua,2904716,RAFAEL YOSEP SIHOMBING,17,21361
2014,Papua,2904716,"Drs. ROBERT ISIR, M.A., M.M. ",18,21361
2014,Papua,2904716,Drs. S.P. RUMBORIYAS,19,14790
2014,Papua,2904716,"TENIUS TABUNI, S.T. ",20,46532
2014,Papua,2904716,THEOFILUS WAIMURI,21,16585
2014,Papua,2904716,"Dr. H. TONI VICTOR MANDAWIRI WANGGAI, M.A.",22,148717
2014,Papua,2904716,"YANES MURIB, M.M. ",23,259444
2014,Papua,2904716,"YUBERINA TABUNI, S.SOs.",24,53961
2014,Papua,2904716,"Drs. YULIANUS NIKODEMUS WONMALY, M.A.",25,23971
2014,Papua Barat,531198,"Abdullah Manaray, S.T.",1,94307
2014,Papua Barat,531198,"Chaidir Djafar, S.E., M.Si.",2,43900
2014,Papua Barat,531198,"Ester Margareth Mandosir, S.Sos., M.H. ",3,30211
2014,Papua Barat,531198,"Ishak Mandacan, S.H.",4,30497
2014,Papua Barat,531198,"Ivan Ismail Madu, S.Sos. ",5,18441
2014,Papua Barat,531198,"Jacob Esau Komigi, S.H., M.M.",6,83619
2014,Papua Barat,531198,La Jumad,7,83619
2014,Papua Barat,531198,"Mamberob Yosephus Rumakiek, S.Si. ",8,39401
2014,Papua Barat,531198,Mervin Sadipun Komber,9,74021
2014,Papua Barat,531198,"Mika Dumais, S.H.",10,16873
2014,Papua Barat,531198,"Salomie Christina Saway, S.H. ",11,9933
2014,Papua Barat,531198,Sayid Fadhal Alhamid,12,25674
2014,Papua Barat,531198,"Sopia Maipauw, S.H.",13,30869
2014,Papua Barat,531198,Usman Difinubun,14,30869
2014,Papua Barat,531198,"Victor Juventusn G. May, S.Hut.",15,33452
2014,Riau,2561671,"Drs. H. ABDUL GAFAR USMAN, M.M",1,227991
2014,Riau,2561671,"AFRI, S.P",2,147951
2014,Riau,2561671,"AGUSTIAN RASMANTO, S.E",3,160568
2014,Riau,2561671,AMRIL PILIANG,4,62374
2014,Riau,2561671,H. ARSADIANTO RACHMAN,5,87217
2014,Riau,2561671,DESMIANTO,6,88117
2014,Riau,2561671,"H. ILYAS LABAY, S.Sos., M.Si",7,103652
2014,Riau,2561671,"INTSIAWATI AYUS, S.H., M.H",8,352603
2014,Riau,2561671,"IWA SIRWANI BIBRA, S.Sos., M.Ag,. ",9,167171
2014,Riau,2561671,"KHAIRUDDIN, S.H.I., M.Ag.",10,77044
2014,Riau,2561671,"Dr. Hj. MAIMANAH UMAR, M.A",11,184625
2014,Riau,2561671,"KH. MOCH. ALWI ARIFIN, S.Pd",12,80298
2014,Riau,2561671,"MUHAMMAD MUZAMIL, S.E",13,32993
2014,Riau,2561671,"NARLIS, M.A",14,150488
2014,Riau,2561671,"Ir. H. NAWASIR KADIR, M.M",15,12270
2014,Riau,2561671,"RIBHAN DWI JAYANA, S.H., M.H",16,50998
2014,Riau,2561671,ROSTI ULI PURBA,17,197562
2014,Riau,2561671,"H. SAID ZOHRIN, S.H., M.H",18,65782
2014,Riau,2561671,"Drs. SUDARMO HASAN, M.A",19,39973
2014,Riau,2561671,"H. SUSILO, S.E., M.M",20,14648
2014,Riau,2561671,SUTRISNO. S,21,18092
2014,Riau,2561671,Drs. H. TAUFIK IKRAM JAMIL,22,51725
2014,Riau,2561671,WAN ABU BAKAR,23,97164
2014,Riau,2561671,ZULHUSNI DOMO,24,40555
2014,Riau,2561671,"H. ZULKARNAEN, S.H., M.H",25,49810
2014,Sulawesi Barat,654197,H. Amri Mustafa,1,29748
2014,Sulawesi Barat,654197,H. Andi Maksum Dai,2,22096
2014,Sulawesi Barat,654197,"H. Andi R. Endong Patompo, M.B.A., CRE",3,16123
2014,Sulawesi Barat,654197,"Ir. H. Andi Surianto B. Mappangara, M.T. ",4,31340
2014,Sulawesi Barat,654197,"Andi Zastrawati, S.E., M.Si",5,26730
2014,Sulawesi Barat,654197,Drs. H. Hasan Sulur,6,26100
2014,Sulawesi Barat,654197,Drs. H. Husain Haenur,7,29381
2014,Sulawesi Barat,654197,I Ketut Sutama,8,17056
2014,Sulawesi Barat,654197,"Indah Mayasari, S.Pd.",9,19043
2014,Sulawesi Barat,654197,Ir. H. Iskandar Muda Baharuddin Lopa,10,48245
2014,Sulawesi Barat,654197,"Drs. Johari Rugani, M.A.",11,6669
2014,Sulawesi Barat,654197,H. M. Ramlie A,12,14369
2014,Sulawesi Barat,654197,"Marthen, M.Th.",13,63686
2014,Sulawesi Barat,654197,Muh. Asri Anas,14,58151
2014,Sulawesi Barat,654197,"Muh. Ilman Nadjamuddin, S.P.",15,10034
2014,Sulawesi Barat,654197,"Muh. Rafi, S.E.",16,4195
2014,Sulawesi Barat,654197,K.H. Muh. Syibli Sahabuddin,17,51580
2014,Sulawesi Barat,654197,Drs. H. M. Gaus Bastary,18,7387
2014,Sulawesi Barat,654197,Muhammad Zakir Akbar,19,36766
2014,Sulawesi Barat,654197,"Hj. Mulyana Isham, S.H, M.M.",20,41165
2014,Sulawesi Barat,654197,"Drs. Naharuddin, M.Si. ",21,13868
2014,Sulawesi Barat,654197,Noegroho Eko Mardiyono,22,3825
2014,Sulawesi Barat,654197,Radhitya Ardimas Anwar,23,36138
2014,Sulawesi Barat,654197,Sudirman Zuhdi,24,9050
2014,Sulawesi Barat,654197,H. Syahrir Hamdani,25,31452
2014,Sulawesi Selatan,4193154,A. Wahyuddin Malik,1,198171
2014,Sulawesi Selatan,4193154,A.M. Iqbal Parewangi,2,233785
2014,Sulawesi Selatan,4193154,"Ir.H. Abdul Aziz Qahar Mudzakkar, M.Si",3,1032113
2014,Sulawesi Selatan,4193154,H. Abdul Djalil Thahir,4,110008
2014,Sulawesi Selatan,4193154,Drs. Abdul Kadir Patwa,5,96248
2014,Sulawesi Selatan,4193154,"Drs. Agussalim Andi Gadjong, S.H., M.H. ",6,92585
2014,Sulawesi Selatan,4193154,"Dr. H. Ajiep Padindang, S.E., M.M",7,304466
2014,Sulawesi Selatan,4193154,Hj. Amru Rijal Junaid,8,50477
2014,Sulawesi Selatan,4193154,Hj. Andi Fatimah,9,98597
2014,Sulawesi Selatan,4193154,Drs. H. Andi Harta Sanjaya,10,98597
2014,Sulawesi Selatan,4193154,Andi Muh. Ihsan,11,228333
2014,Sulawesi Selatan,4193154,"Arman Arfah, S.E., M.M",12,67568
2014,Sulawesi Selatan,4193154,Drs. H. Bahar Ngitung,13,262437
2014,Sulawesi Selatan,4193154,"Bung Ari Reza Ali, S.E",14,43218
2014,Sulawesi Selatan,4193154,"Burhanuddin, S.H., M.H",15,58144
2014,Sulawesi Selatan,4193154,"Drs. H. Ibrahim Ambong, M.A",16,36115
2014,Sulawesi Selatan,4193154,"Irmawaty Habie, S.H",17,77680
2014,Sulawesi Selatan,4193154,Pdt. Dr. Ishak P.  Lambe,18,183827
2014,Sulawesi Selatan,4193154,Dr. Hj. Kasmawati T.Z. Basalamah,19,112837
2014,Sulawesi Selatan,4193154,"Litha Brent, S.E",20,101451
2014,Sulawesi Selatan,4193154,"Lukman Nur, S.E",21,116007
2014,Sulawesi Selatan,4193154,"M. Gusti Zainal, S.S",22,27575
2014,Sulawesi Selatan,4193154,"H. Muhammad Seniman Latif, S.E",23,31534
2014,Sulawesi Selatan,4193154,Mahir Takaka,24,60524
2014,Sulawesi Selatan,4193154,"Hj. Monirah Jafar Hafsah, S.E",25,91353
2014,Sulawesi Selatan,4193154,"Drs. Muhammad Asmin, M.Pd",26,150607
2014,Sulawesi Selatan,4193154,"H. Muhammad Asri, S.Pd, MM",27,81888
2014,Sulawesi Selatan,4193154,"Mulawarman, S.E",28,38498
2014,Sulawesi Selatan,4193154,Dra. Hj. Oelfah A. Syahrullah Harmanto,29,84423
2014,Sulawesi Selatan,4193154,"Pither Singkali, S.H., M.H",30,68263
2014,Sulawesi Selatan,4193154,Syamsuddin HB,31,13789
2014,Sulawesi Selatan,4193154,"Drs. H. Tadjuddin Noer, M.M",32,27157
2014,Sulawesi Selatan,4193154,"Wahidah Anwar, S.E., M.M",33,13476
2014,Sulawesi Tengah,1380836,"Abraham M. Larobu, S.H, M.H",1,54948
2014,Sulawesi Tengah,1380836,Agung,2,59405
2014,Sulawesi Tengah,1380836,"Ahmad Syaifullah Malonda, S.P",3,102977
2014,Sulawesi Tengah,1380836,Darma Tongku,4,33615
2014,Sulawesi Tengah,1380836,dr. Delis Julkarson Hehi,5,101620
2014,Sulawesi Tengah,1380836,"Deny Salmon Galamba, S.Ap",6,61249
2014,Sulawesi Tengah,1380836,Djekcy Ras Umbas,7,24850
2014,Sulawesi Tengah,1380836,Ir. Emil Salim Podungge,8,31583
2014,Sulawesi Tengah,1380836,"Femmy Sangian, S.H",9,65204
2014,Sulawesi Tengah,1380836,Ferenc Raymond Sahetapy,10,32510
2014,Sulawesi Tengah,1380836,"Drs. F. Eddy Bungkudapu, M.Si, M.Th",11,11885
2014,Sulawesi Tengah,1380836,"Drs. Gatot Margono, M.M",12,26208
2014,Sulawesi Tengah,1380836,Herman Agan,13,7485
2014,Sulawesi Tengah,1380836,"Idrus A. Hafid, S.H",14,16887
2014,Sulawesi Tengah,1380836,"Drs. Landri Tandung, M.Pd",15,41810
2014,Sulawesi Tengah,1380836,M. Ridha Saleh,16,34143
2014,Sulawesi Tengah,1380836,Drs. Ma'mun Amir,17,116040
2014,Sulawesi Tengah,1380836,Maziru L. Masri,18,51129
2014,Sulawesi Tengah,1380836,Drs. Moh. Nadjib H. Umar,19,15456
2014,Sulawesi Tengah,1380836,"Mohammad Sofyan, S.T",20,63478
2014,Sulawesi Tengah,1380836,"Drs. H. Murad U. Nasir, M.Si",21,25902
2014,Sulawesi Tengah,1380836,"Drs. Nirman Yans Winter, M.H",22,17431
2014,Sulawesi Tengah,1380836,"Hj. Nurmawati Dewi Bantilan, S.E",23,135845
2014,Sulawesi Tengah,1380836,"Hj. Samsudin Pay, S.Ag. M.Si",24,58116
2014,Sulawesi Tengah,1380836,"Shaleh Muhammad Aldjufri, Lc, M.A",25,84283
2014,Sulawesi Tengah,1380836,"Pdt. Dr. Silviana H. Pandegirot, M.Th",26,40963
2014,Sulawesi Tengah,1380836,"Supriadi, S.H",27,31808
2014,Sulawesi Tengah,1380836,Suwandhi Y. Ritupalu,28,7097
2014,Sulawesi Tengah,1380836,H. Syamsuddin Said,29,16171
2014,Sulawesi Tengah,1380836,Yapto Suryo Saputro Bantilan,30,16171
2014,Sulawesi Tengah,1380836,Zainuddin T. Aminullah,31,10738
2014,Sulawesi Tenggara,1111429,Ir. H. ABDUL JABBAR TOBA,1,52204
2014,Sulawesi Tenggara,1111429,ABDUL MUIS,2,18084
